interaction_id,customer_id,customer_name,interaction_date,interaction_type,purpose,summary,initiated_by,handled_by,rep_id,related_invoice,outcome,notes
INT0001243,CUST000125,HDFC Textiles Limited,2025-04-13,Video Call,Collection Call,Customer disputed invoice amount,Company,Rani Mishra,REP000034,INV0001242,Pending,
INT0001244,CUST000125,HDFC Textiles Limited,2025-01-14,Video Call,Collection Call,Arranged payment schedule for overdue amounts,Company,Sanjay Mishra,REP000027,INV0001246,Follow-up Required,
INT0001245,CUST000125,HDFC Textiles Limited,2025-03-01,Site Visit,Collection Call,Left voicemail regarding overdue payment,Company,Rani Gupta,REP000014,INV0001246,Resolved,
INT0001251,CUST000126,Wipro Textiles Limited,2025-03-02,Web Portal,Payment Confirmation,Received confirmation of payment transfer,Company,Sanjay Joshi,REP000047,INV0001255,Follow-up Required,
INT0001261,CUST000127,Mahindra Textiles Limited,2025-01-11,Web Portal,Collection Call,Customer confirmed payment has been initiated,Company,Rahul Gupta,REP000006,INV0001266,Follow-up Required,
INT0001262,CUST000127,Mahindra Textiles Limited,2024-10-25,Site Visit,Collection Call,Customer confirmed payment has been initiated,Company,Sunil Joshi,REP000044,INV0001263,Resolved,
INT0001263,CUST000127,Mahindra Textiles Limited,2024-10-02,Video Call,Collection Call,Escalated to manager due to payment delays,Company,Rajesh Joshi,REP000049,INV0001263,Pending,
INT0001264,CUST000127,Mahindra Textiles Limited,2024-10-15,Meeting,Payment Confirmation,Reconciled payment with outstanding invoices,Customer,Sanjay Gupta,REP000007,INV0001264,Follow-up Required,
INT0001265,CUST000127,Mahindra Textiles Limited,2025-04-04,Site Visit,Collection Call,Escalated to manager due to payment delays,Company,Ashok Mishra,REP000030,INV0001266,Resolved,
INT0001271,CUST000128,Birla Textiles Limited,2025-03-10,Web Portal,Collection Call,Customer confirmed payment has been initiated,Company,Vijay Mishra,REP000023,INV0001278,Follow-up Required,
INT0001272,CUST000128,Birla Textiles Limited,2025-01-17,Call,Collection Call,Customer confirmed payment has been initiated,Company,Raj Joshi,REP000041,INV0001278,Resolved,
INT0001273,CUST000128,Birla Textiles Limited,2025-01-12,Chat,Collection Call,Customer confirmed payment has been initiated,Company,Ashok Mishra,REP000030,INV0001277,Pending,
INT0001274,CUST000128,Birla Textiles Limited,2024-10-26,Web Portal,General Inquiry,Addressed questions about online portal access,Company,Sunil Gupta,REP000004,,Follow-up Required,
INT0001275,CUST000128,Birla Textiles Limited,2024-10-26,Site Visit,Collection Call,Left voicemail regarding overdue payment,Company,Rakesh Gupta,REP000008,INV0001277,Resolved,
INT0001276,CUST000128,Birla Textiles Limited,2025-04-14,Site Visit,Collection Call,Arranged payment schedule for overdue amounts,Company,Rajesh Mishra,REP000029,INV0001277,Pending,
INT0001277,CUST000128,Birla Textiles Limited,2024-10-08,Email,Collection Call,Left voicemail regarding overdue payment,Company,Sunil Mishra,REP000024,INV0001277,Follow-up Required,
INT0001281,CUST000129,Adani Textiles Limited,2024-11-29,Site Visit,Collection Call,Customer disputed invoice amount,Company,Sunil Mishra,REP000024,INV0001282,Follow-up Required,
INT0001282,CUST000129,Adani Textiles Limited,2025-01-08,Web Portal,Account Review,Negotiated new payment terms,Company,Rakesh Mishra,REP000028,,Resolved,
INT0001283,CUST000129,Adani Textiles Limited,2024-12-15,Chat,General Inquiry,Addressed questions about online portal access,Customer,Vijay Mishra,REP000023,,Pending,
INT0001291,CUST000130,JSW Textiles Limited,2025-01-25,Web Portal,Collection Call,Customer disputed invoice amount,Company,Sanjay Joshi,REP000047,INV0001293,Follow-up Required,
INT0001292,CUST000130,JSW Textiles Limited,2024-11-18,Meeting,Payment Confirmation,Reconciled payment with outstanding invoices,Company,Rahul Joshi,REP000046,INV0001297,Resolved,
INT0001293,CUST000130,JSW Textiles Limited,2024-12-11,Email,General Inquiry,Answered questions about payment methods,Company,Raj Joshi,REP000041,,Pending,
INT0001294,CUST000130,JSW Textiles Limited,2024-10-16,Meeting,Collection Call,Discussed payment of overdue invoices,Company,Rajesh Joshi,REP000049,INV0001293,Follow-up Required,
INT0001295,CUST000130,JSW Textiles Limited,2025-01-22,Call,Account Review,Discussed upcoming orders and payment terms,Company,Vijay Gupta,REP000003,,Resolved,
INT0001296,CUST000130,JSW Textiles Limited,2024-12-24,Web Portal,Collection Call,Explained late payment fees and implications,Company,Meena Gupta,REP000017,INV0001296,Pending,
INT0001301,CUST000131,Godrej Textiles Limited,2025-03-15,Chat,Collection Call,Escalated to manager due to payment delays,Company,Ashok Gupta,REP000010,INV0001301,Follow-up Required,
INT0001302,CUST000131,Godrej Textiles Limited,2025-02-20,Site Visit,General Inquiry,Explained invoice details,Company,Rajesh Mishra,REP000029,,Resolved,
INT0001303,CUST000131,Godrej Textiles Limited,2024-11-02,Video Call,Account Review,Quarterly account review meeting,Company,Shalini Mishra,REP000039,,Pending,
INT0001304,CUST000131,Godrej Textiles Limited,2025-03-10,Email,Account Review,Updated customer contact information,Company,Rani Mishra,REP000034,,Follow-up Required,
INT0001311,CUST000132,L&T Textiles Limited,2024-11-25,Email,Payment Confirmation,Confirmed check has been processed,Customer,Sunita Mishra,REP000035,INV0001314,Follow-up Required,
INT0001312,CUST000132,L&T Textiles Limited,2024-11-17,Web Portal,Account Review,Quarterly account review meeting,Company,Sunita Mishra,REP000035,,Resolved,
INT0001313,CUST000132,L&T Textiles Limited,2025-02-22,Call,Collection Call,Explained late payment fees and implications,Company,Neha Mishra,REP000032,INV0001314,Pending,
INT0001314,CUST000132,L&T Textiles Limited,2024-11-26,Meeting,Collection Call,Customer disputed invoice amount,Company,Vijay Joshi,REP000043,INV0001316,Follow-up Required,
INT0001315,CUST000132,L&T Textiles Limited,2025-02-28,Web Portal,Payment Confirmation,Reconciled payment with outstanding invoices,Customer,Ashok Mishra,REP000030,INV0001311,Resolved,
INT0001321,CUST000133,ICICI Textiles Limited,2025-04-10,Site Visit,General Inquiry,Addressed questions about online portal access,Company,Pooja Mishra,REP000033,,Follow-up Required,
INT0001322,CUST000133,ICICI Textiles Limited,2025-03-31,Chat,Dispute Resolution,Resolved shipping discrepancy,Company,Geeta Mishra,REP000040,INV0001323,Resolved,
INT0001323,CUST000133,ICICI Textiles Limited,2025-03-09,Meeting,Account Review,Negotiated new payment terms,Company,Rani Mishra,REP000034,,Pending,
INT0001331,CUST000134,SBI Textiles Limited,2025-04-16,Email,Collection Call,Left voicemail regarding overdue payment,Company,Sunil Joshi,REP000044,INV0001335,Follow-up Required,
INT0001332,CUST000134,SBI Textiles Limited,2024-10-16,Call,Collection Call,Arranged payment schedule for overdue amounts,Company,Kavita Mishra,REP000038,INV0001334,Resolved,
INT0001333,CUST000134,SBI Textiles Limited,2024-12-05,Meeting,Payment Confirmation,Updated records with new payment details,Company,Sunil Mishra,REP000024,INV0001336,Pending,
INT0001334,CUST000134,SBI Textiles Limited,2025-02-11,Video Call,Collection Call,Discussed payment of overdue invoices,Company,Ashok Joshi,REP000050,INV0001336,Follow-up Required,
INT0001335,CUST000134,SBI Textiles Limited,2025-01-31,Site Visit,Collection Call,Escalated to manager due to payment delays,Company,Pooja Mishra,REP000033,INV0001335,Resolved,
INT0001336,CUST000134,SBI Textiles Limited,2024-11-07,Chat,General Inquiry,Responded to statement request,Customer,Anil Gupta,REP000005,,Pending,
INT0001337,CUST000134,SBI Textiles Limited,2025-02-03,Video Call,Collection Call,Customer promised payment by next week,Company,Raj Gupta,REP000001,INV0001336,Follow-up Required,
INT0001338,CUST000134,SBI Textiles Limited,2024-12-27,Call,Collection Call,Left voicemail regarding overdue payment,Company,Rakesh Joshi,REP000048,INV0001334,Resolved,
INT0001339,CUST000134,SBI Textiles Limited,2025-01-29,Email,Collection Call,Customer disputed invoice amount,Company,Shalini Mishra,REP000039,INV0001336,Pending,
INT0001341,CUST000135,TCS Textiles Limited,2025-04-14,Chat,Dispute Resolution,Clarified invoice line items,Customer,Sunita Mishra,REP000035,INV0001344,Follow-up Required,
INT0001342,CUST000135,TCS Textiles Limited,2024-12-31,Chat,Collection Call,Customer promised payment by next week,Company,Rakesh Gupta,REP000008,INV0001341,Resolved,
INT0001343,CUST000135,TCS Textiles Limited,2025-02-12,Chat,Account Review,Quarterly account review meeting,Company,Amit Gupta,REP000002,,Pending,
INT0001344,CUST000135,TCS Textiles Limited,2024-10-04,Chat,Account Review,Negotiated new payment terms,Company,Vijay Mishra,REP000023,,Follow-up Required,
INT0001345,CUST000135,TCS Textiles Limited,2025-03-17,Call,Account Review,Negotiated new payment terms,Company,Sanjay Joshi,REP000047,,Resolved,
INT0001351,CUST000136,Bajaj Textiles Limited,2025-03-17,Chat,Collection Call,Discussed payment of overdue invoices,Company,Rani Gupta,REP000014,INV0001352,Follow-up Required,
INT0001352,CUST000136,Bajaj Textiles Limited,2024-12-08,Video Call,Payment Confirmation,Verified payment receipt for invoice,Customer,Ashok Gupta,REP000010,INV0001352,Resolved,
INT0001353,CUST000136,Bajaj Textiles Limited,2025-01-23,Site Visit,Collection Call,Explained late payment fees and implications,Company,Sunita Gupta,REP000015,INV0001352,Pending,
INT0001354,CUST000136,Bajaj Textiles Limited,2024-12-03,Call,Collection Call,Left voicemail regarding overdue payment,Company,Anil Mishra,REP000025,INV0001355,Follow-up Required,
INT0001355,CUST000136,Bajaj Textiles Limited,2025-02-24,Chat,Collection Call,Left voicemail regarding overdue payment,Company,Raj Gupta,REP000001,INV0001355,Resolved,
INT0001361,CUST000137,HCL Textiles Limited,2025-01-17,Call,Collection Call,Discussed payment of overdue invoices,Company,Rakesh Mishra,REP000028,INV0001364,Follow-up Required,
INT0001362,CUST000137,HCL Textiles Limited,2024-10-13,Call,Collection Call,Arranged payment schedule for overdue amounts,Company,Anil Joshi,REP000045,INV0001364,Resolved,
INT0001363,CUST000137,HCL Textiles Limited,2024-12-19,Site Visit,Collection Call,Left voicemail regarding overdue payment,Company,Ashok Mishra,REP000030,INV0001363,Pending,
INT0001364,CUST000137,HCL Textiles Limited,2025-03-21,Web Portal,Dispute Resolution,Clarified invoice line items,Company,Rani Mishra,REP000034,INV0001367,Follow-up Required,
INT0001365,CUST000137,HCL Textiles Limited,2025-04-12,Chat,Account Review,Negotiated new payment terms,Company,Sunita Gupta,REP000015,,Resolved,
INT0001366,CUST000137,HCL Textiles Limited,2024-10-08,Site Visit,Collection Call,Customer promised payment by next week,Company,Neha Gupta,REP000012,INV0001364,Pending,
INT0001371,CUST000138,Hindustan Textiles Limited,2024-12-27,Meeting,Collection Call,Customer promised payment by next week,Company,Rani Gupta,REP000014,INV0001373,Follow-up Required,
INT0001372,CUST000138,Hindustan Textiles Limited,2024-12-20,Chat,Collection Call,Customer confirmed payment has been initiated,Company,Rani Mishra,REP000034,INV0001371,Resolved,
INT0001373,CUST000138,Hindustan Textiles Limited,2025-02-27,Email,Collection Call,Arranged payment schedule for overdue amounts,Company,Priya Gupta,REP000011,INV0001373,Pending,
INT0001374,CUST000138,Hindustan Textiles Limited,2024-11-24,Video Call,Account Review,Addressed concerns about recent shipments,Company,Ashok Joshi,REP000050,,Follow-up Required,
INT0001375,CUST000138,Hindustan Textiles Limited,2025-03-22,Web Portal,Collection Call,Left voicemail regarding overdue payment,Company,Rahul Mishra,REP000026,INV0001373,Resolved,
INT0001376,CUST000138,Hindustan Textiles Limited,2025-03-25,Meeting,Collection Call,Customer disputed invoice amount,Company,Rahul Mishra,REP000026,INV0001371,Pending,
INT0001377,CUST000138,Hindustan Textiles Limited,2025-03-17,Chat,Payment Confirmation,Reconciled payment with outstanding invoices,Customer,Rani Mishra,REP000034,INV0001372,Follow-up Required,
INT0001381,CUST000139,Indian Textiles Limited,2025-03-06,Call,Payment Confirmation,Received confirmation of payment transfer,Customer,Rani Gupta,REP000014,INV0001387,Follow-up Required,
INT0001382,CUST000139,Indian Textiles Limited,2025-04-09,Chat,Collection Call,Escalated to manager due to payment delays,Company,Anita Mishra,REP000036,INV0001387,Resolved,
INT0001383,CUST000139,Indian Textiles Limited,2024-12-20,Web Portal,Collection Call,Customer promised payment by next week,Company,Neha Gupta,REP000012,INV0001388,Pending,
INT0001384,CUST000139,Indian Textiles Limited,2025-01-23,Meeting,Collection Call,Escalated to manager due to payment delays,Company,Sunil Gupta,REP000004,INV0001387,Follow-up Required,
INT0001385,CUST000139,Indian Textiles Limited,2025-01-13,Web Portal,Collection Call,Customer promised payment by next week,Company,Meena Gupta,REP000017,INV0001387,Resolved,
INT0001391,CUST000140,Tech Textiles Limited,2025-01-02,Video Call,Account Review,Addressed concerns about recent shipments,Company,Anil Gupta,REP000005,,Follow-up Required,
INT0001392,CUST000140,Tech Textiles Limited,2025-03-23,Call,Payment Confirmation,Updated records with new payment details,Company,Meena Mishra,REP000037,INV0001391,Resolved,
INT0001393,CUST000140,Tech Textiles Limited,2025-04-05,Site Visit,Account Review,Discussed upcoming orders and payment terms,Company,Priya Gupta,REP000011,,Pending,
INT0001401,CUST000141,Tata Pharma Limited,2025-03-20,Site Visit,General Inquiry,Answered questions about payment methods,Company,Anita Mishra,REP000036,,Follow-up Required,
INT0001411,CUST000142,Reliance Pharma Limited,2025-01-15,Web Portal,General Inquiry,Explained invoice details,Customer,Rahul Gupta,REP000006,,Follow-up Required,
INT0001412,CUST000142,Reliance Pharma Limited,2025-03-22,Email,Collection Call,Explained late payment fees and implications,Company,Ashok Mishra,REP000030,INV0001413,Resolved,
INT0001413,CUST000142,Reliance Pharma Limited,2024-12-30,Video Call,Collection Call,Explained late payment fees and implications,Company,Priya Mishra,REP000031,INV0001411,Pending,
INT0001414,CUST000142,Reliance Pharma Limited,2025-03-26,Site Visit,Account Review,Quarterly account review meeting,Company,Raj Gupta,REP000001,,Follow-up Required,
INT0001415,CUST000142,Reliance Pharma Limited,2024-12-07,Call,Account Review,Quarterly account review meeting,Company,Vijay Joshi,REP000043,,Resolved,
INT0001416,CUST000142,Reliance Pharma Limited,2024-12-31,Chat,Account Review,Quarterly account review meeting,Company,Meena Gupta,REP000017,,Pending,
INT0001421,CUST000143,Infosys Pharma Limited,2025-02-21,Web Portal,Collection Call,Escalated to manager due to payment delays,Company,Pooja Gupta,REP000013,INV0001422,Follow-up Required,
INT0001422,CUST000143,Infosys Pharma Limited,2025-01-20,Chat,Collection Call,Arranged payment schedule for overdue amounts,Company,Neha Mishra,REP000032,INV0001424,Resolved,
INT0001423,CUST000143,Infosys Pharma Limited,2024-11-29,Email,Collection Call,Escalated to manager due to payment delays,Company,Amit Joshi,REP000042,INV0001424,Pending,
INT0001424,CUST000143,Infosys Pharma Limited,2025-01-22,Meeting,Dispute Resolution,Resolved shipping discrepancy,Company,Sunil Mishra,REP000024,INV0001427,Follow-up Required,
INT0001425,CUST000143,Infosys Pharma Limited,2024-12-18,Call,Account Review,Negotiated new payment terms,Company,Meena Gupta,REP000017,,Resolved,
INT0001431,CUST000144,Bharti Pharma Limited,2025-03-06,Call,Collection Call,Customer confirmed payment has been initiated,Company,Meena Mishra,REP000037,INV0001432,Follow-up Required,
INT0001432,CUST000144,Bharti Pharma Limited,2024-12-21,Meeting,General Inquiry,Explained invoice details,Company,Meena Gupta,REP000017,,Resolved,
INT0001433,CUST000144,Bharti Pharma Limited,2024-12-03,Meeting,Collection Call,Discussed payment of overdue invoices,Company,Sunita Gupta,REP000015,INV0001432,Pending,
INT0001434,CUST000144,Bharti Pharma Limited,2024-12-24,Call,Collection Call,Arranged payment schedule for overdue amounts,Company,Anil Mishra,REP000025,INV0001432,Follow-up Required,
INT0001435,CUST000144,Bharti Pharma Limited,2025-01-30,Call,Account Review,Updated customer contact information,Company,Pooja Gupta,REP000013,,Resolved,
INT0001441,CUST000145,HDFC Pharma Limited,2024-10-31,Email,Account Review,Negotiated new payment terms,Company,Sunil Joshi,REP000044,,Follow-up Required,
INT0001451,CUST000146,Wipro Pharma Limited,2025-01-21,Call,Collection Call,Escalated to manager due to payment delays,Company,Kavita Mishra,REP000038,INV0001455,Follow-up Required,
INT0001452,CUST000146,Wipro Pharma Limited,2025-01-18,Site Visit,Collection Call,Customer disputed invoice amount,Company,Kavita Gupta,REP000018,INV0001451,Resolved,
INT0001453,CUST000146,Wipro Pharma Limited,2025-02-22,Chat,Collection Call,Left voicemail regarding overdue payment,Company,Geeta Mishra,REP000040,INV0001456,Pending,
INT0001454,CUST000146,Wipro Pharma Limited,2024-11-06,Email,Collection Call,Arranged payment schedule for overdue amounts,Company,Amit Gupta,REP000002,INV0001452,Follow-up Required,
INT0001455,CUST000146,Wipro Pharma Limited,2024-12-29,Email,Dispute Resolution,Customer reported incorrect billing,Company,Ashok Mishra,REP000030,INV0001454,Resolved,
INT0001456,CUST000146,Wipro Pharma Limited,2024-12-22,Meeting,Collection Call,Escalated to manager due to payment delays,Company,Anita Mishra,REP000036,INV0001455,Pending,
INT0001457,CUST000146,Wipro Pharma Limited,2024-11-28,Web Portal,Collection Call,Explained late payment fees and implications,Company,Anita Mishra,REP000036,INV0001456,Follow-up Required,
INT0001458,CUST000146,Wipro Pharma Limited,2025-02-24,Email,Collection Call,Customer confirmed payment has been initiated,Company,Amit Gupta,REP000002,INV0001452,Resolved,
INT0001459,CUST000146,Wipro Pharma Limited,2025-03-26,Chat,Collection Call,Left voicemail regarding overdue payment,Company,Rani Gupta,REP000014,INV0001458,Pending,
INT0001460,CUST000146,Wipro Pharma Limited,2024-11-23,Meeting,Collection Call,Left voicemail regarding overdue payment,Company,Kavita Gupta,REP000018,INV0001456,Follow-up Required,
INT0001461,CUST000146,Wipro Pharma Limited,2024-12-15,Call,Account Review,Addressed concerns about recent shipments,Company,Sunil Gupta,REP000004,,Resolved,
INT0001462,CUST000146,Wipro Pharma Limited,2024-10-02,Email,Collection Call,Discussed payment of overdue invoices,Company,Ashok Mishra,REP000030,INV0001451,Pending,
INT0001463,CUST000146,Wipro Pharma Limited,2025-01-28,Site Visit,Collection Call,Explained late payment fees and implications,Company,Shalini Gupta,REP000019,INV0001452,Follow-up Required,
INT0001461,CUST000147,Mahindra Pharma Limited,2024-12-15,Site Visit,Payment Confirmation,Updated records with new payment details,Company,Geeta Mishra,REP000040,INV0001463,Follow-up Required,
INT0001462,CUST000147,Mahindra Pharma Limited,2025-02-08,Video Call,Dispute Resolution,Processing refund for returned items,Company,Shalini Gupta,REP000019,INV0001461,Resolved,
INT0001463,CUST000147,Mahindra Pharma Limited,2025-03-15,Chat,General Inquiry,Shared payment history report,Company,Neha Mishra,REP000032,,Pending,
INT0001471,CUST000148,Birla Pharma Limited,2024-10-30,Web Portal,Dispute Resolution,Created credit note for billing error,Customer,Rahul Mishra,REP000026,INV0001471,Follow-up Required,
INT0001472,CUST000148,Birla Pharma Limited,2025-02-27,Site Visit,Collection Call,Escalated to manager due to payment delays,Company,Rahul Joshi,REP000046,INV0001477,Resolved,
INT0001473,CUST000148,Birla Pharma Limited,2025-01-21,Web Portal,Collection Call,Arranged payment schedule for overdue amounts,Company,Amit Gupta,REP000002,INV0001476,Pending,
INT0001474,CUST000148,Birla Pharma Limited,2024-10-18,Call,Collection Call,Left voicemail regarding overdue payment,Company,Kavita Mishra,REP000038,INV0001475,Follow-up Required,
INT0001475,CUST000148,Birla Pharma Limited,2025-03-14,Chat,Account Review,Reviewed credit limit and payment history,Company,Sunita Mishra,REP000035,,Resolved,
INT0001476,CUST000148,Birla Pharma Limited,2025-04-10,Site Visit,Dispute Resolution,Customer reported incorrect billing,Customer,Priya Mishra,REP000031,INV0001473,Pending,
INT0001477,CUST000148,Birla Pharma Limited,2024-12-12,Chat,Collection Call,Escalated to manager due to payment delays,Company,Anil Gupta,REP000005,INV0001477,Follow-up Required,
INT0001481,CUST000149,Adani Pharma Limited,2024-12-02,Call,Dispute Resolution,Resolved shipping discrepancy,Customer,Meena Gupta,REP000017,INV0001481,Follow-up Required,
INT0001482,CUST000149,Adani Pharma Limited,2025-02-08,Video Call,Dispute Resolution,Customer reported incorrect billing,Company,Sunil Joshi,REP000044,INV0001482,Resolved,
INT0001483,CUST000149,Adani Pharma Limited,2024-11-01,Video Call,General Inquiry,Responded to statement request,Company,Neha Gupta,REP000012,,Pending,
INT0001491,CUST000150,JSW Pharma Limited,2025-03-06,Email,Collection Call,Explained late payment fees and implications,Company,Anita Mishra,REP000036,INV0001492,Follow-up Required,
INT0001492,CUST000150,JSW Pharma Limited,2025-02-23,Call,Collection Call,Explained late payment fees and implications,Company,Neha Mishra,REP000032,INV0001492,Resolved,
INT0001493,CUST000150,JSW Pharma Limited,2024-11-05,Site Visit,Collection Call,Explained late payment fees and implications,Company,Rahul Mishra,REP000026,INV0001492,Pending,
INT0001494,CUST000150,JSW Pharma Limited,2025-02-25,Meeting,Dispute Resolution,Processing refund for returned items,Company,Rahul Gupta,REP000006,INV0001492,Follow-up Required,
INT0001501,CUST000151,Godrej Pharma Limited,2025-02-04,Site Visit,Collection Call,Customer disputed invoice amount,Company,Vijay Gupta,REP000003,INV0001505,Follow-up Required,
INT0001502,CUST000151,Godrej Pharma Limited,2025-04-17,Web Portal,Collection Call,Explained late payment fees and implications,Company,Rani Mishra,REP000034,INV0001505,Resolved,
INT0001503,CUST000151,Godrej Pharma Limited,2025-02-20,Video Call,Collection Call,Left voicemail regarding overdue payment,Company,Rajesh Mishra,REP000029,INV0001505,Pending,
INT0001504,CUST000151,Godrej Pharma Limited,2024-12-25,Chat,Collection Call,Discussed payment of overdue invoices,Company,Anita Gupta,REP000016,INV0001502,Follow-up Required,
INT0001505,CUST000151,Godrej Pharma Limited,2025-01-30,Web Portal,Account Review,Quarterly account review meeting,Company,Amit Gupta,REP000002,,Resolved,
INT0001506,CUST000151,Godrej Pharma Limited,2024-10-22,Call,Collection Call,Left voicemail regarding overdue payment,Company,Vijay Mishra,REP000023,INV0001505,Pending,
INT0001507,CUST000151,Godrej Pharma Limited,2025-01-09,Video Call,Account Review,Discussed upcoming orders and payment terms,Company,Sunita Mishra,REP000035,,Follow-up Required,
INT0001508,CUST000151,Godrej Pharma Limited,2025-02-14,Chat,Collection Call,Customer promised payment by next week,Company,Geeta Mishra,REP000040,INV0001505,Resolved,
INT0001509,CUST000151,Godrej Pharma Limited,2024-11-21,Site Visit,General Inquiry,Provided account balance information,Customer,Sunita Mishra,REP000035,,Pending,
INT0001511,CUST000152,L&T Pharma Limited,2025-03-28,Meeting,Collection Call,Discussed payment of overdue invoices,Company,Rajesh Gupta,REP000009,INV0001515,Follow-up Required,
INT0001512,CUST000152,L&T Pharma Limited,2024-10-05,Web Portal,Collection Call,Customer disputed invoice amount,Company,Rakesh Mishra,REP000028,INV0001515,Resolved,
INT0001513,CUST000152,L&T Pharma Limited,2025-01-12,Video Call,Collection Call,Escalated to manager due to payment delays,Company,Kavita Gupta,REP000018,INV0001515,Pending,
INT0001514,CUST000152,L&T Pharma Limited,2025-04-12,Site Visit,Collection Call,Customer confirmed payment has been initiated,Company,Raj Mishra,REP000021,INV0001515,Follow-up Required,
INT0001521,CUST000153,ICICI Pharma Limited,2025-01-22,Call,Collection Call,Arranged payment schedule for overdue amounts,Company,Rahul Mishra,REP000026,INV0001523,Follow-up Required,
INT0001522,CUST000153,ICICI Pharma Limited,2024-12-05,Site Visit,Collection Call,Discussed payment of overdue invoices,Company,Neha Gupta,REP000012,INV0001522,Resolved,
INT0001523,CUST000153,ICICI Pharma Limited,2025-01-22,Chat,General Inquiry,Provided account balance information,Company,Rakesh Mishra,REP000028,,Pending,
INT0001524,CUST000153,ICICI Pharma Limited,2025-03-11,Chat,Collection Call,Escalated to manager due to payment delays,Company,Sanjay Gupta,REP000007,INV0001522,Follow-up Required,
INT0001525,CUST000153,ICICI Pharma Limited,2024-12-26,Web Portal,Collection Call,Customer disputed invoice amount,Company,Sunita Gupta,REP000015,INV0001522,Resolved,
INT0001531,CUST000154,SBI Pharma Limited,2025-02-20,Site Visit,Collection Call,Discussed payment of overdue invoices,Company,Raj Joshi,REP000041,INV0001537,Follow-up Required,
INT0001532,CUST000154,SBI Pharma Limited,2025-03-05,Email,Collection Call,Arranged payment schedule for overdue amounts,Company,Rani Gupta,REP000014,INV0001532,Resolved,
INT0001533,CUST000154,SBI Pharma Limited,2025-04-06,Email,Collection Call,Discussed payment of overdue invoices,Company,Pooja Mishra,REP000033,INV0001532,Pending,
INT0001534,CUST000154,SBI Pharma Limited,2024-11-18,Email,Collection Call,Customer confirmed payment has been initiated,Company,Rahul Gupta,REP000006,INV0001537,Follow-up Required,
INT0001535,CUST000154,SBI Pharma Limited,2025-02-16,Email,Account Review,Discussed upcoming orders and payment terms,Company,Shalini Gupta,REP000019,,Resolved,
INT0001536,CUST000154,SBI Pharma Limited,2024-12-13,Video Call,Collection Call,Arranged payment schedule for overdue amounts,Company,Sanjay Gupta,REP000007,INV0001532,Pending,
INT0001537,CUST000154,SBI Pharma Limited,2024-11-29,Call,Collection Call,Explained late payment fees and implications,Company,Shalini Mishra,REP000039,INV0001532,Follow-up Required,
INT0001541,CUST000155,TCS Pharma Limited,2024-10-16,Meeting,Collection Call,Customer promised payment by next week,Company,Raj Gupta,REP000001,INV0001546,Follow-up Required,
INT0001542,CUST000155,TCS Pharma Limited,2024-11-19,Email,Payment Confirmation,Reconciled payment with outstanding invoices,Customer,Ashok Joshi,REP000050,INV0001545,Resolved,
INT0001543,CUST000155,TCS Pharma Limited,2025-01-30,Video Call,Collection Call,Customer confirmed payment has been initiated,Company,Priya Gupta,REP000011,INV0001546,Pending,
INT0001544,CUST000155,TCS Pharma Limited,2025-03-08,Email,General Inquiry,Shared payment history report,Company,Rajesh Mishra,REP000029,,Follow-up Required,
INT0001545,CUST000155,TCS Pharma Limited,2025-03-06,Site Visit,Collection Call,Explained late payment fees and implications,Company,Neha Mishra,REP000032,INV0001546,Resolved,
INT0001551,CUST000156,Bajaj Pharma Limited,2025-01-10,Web Portal,Collection Call,Left voicemail regarding overdue payment,Company,Raj Joshi,REP000041,INV0001553,Follow-up Required,
INT0001552,CUST000156,Bajaj Pharma Limited,2025-02-21,Call,Collection Call,Customer disputed invoice amount,Company,Anil Mishra,REP000025,INV0001553,Resolved,
INT0001553,CUST000156,Bajaj Pharma Limited,2024-10-11,Video Call,Collection Call,Customer confirmed payment has been initiated,Company,Ashok Gupta,REP000010,INV0001553,Pending,
INT0001554,CUST000156,Bajaj Pharma Limited,2025-04-01,Web Portal,Account Review,Reviewed credit limit and payment history,Company,Anita Mishra,REP000036,,Follow-up Required,
INT0001561,CUST000157,HCL Pharma Limited,2025-02-20,Email,Payment Confirmation,Verified payment receipt for invoice,Company,Amit Joshi,REP000042,INV0001564,Follow-up Required,
INT0001562,CUST000157,HCL Pharma Limited,2025-04-08,Site Visit,Collection Call,Customer confirmed payment has been initiated,Company,Geeta Gupta,REP000020,INV0001564,Resolved,
INT0001563,CUST000157,HCL Pharma Limited,2024-10-19,Site Visit,Collection Call,Explained late payment fees and implications,Company,Priya Mishra,REP000031,INV0001563,Pending,
INT0001564,CUST000157,HCL Pharma Limited,2024-11-30,Call,Collection Call,Customer confirmed payment has been initiated,Company,Meena Gupta,REP000017,INV0001564,Follow-up Required,
INT0001565,CUST000157,HCL Pharma Limited,2024-10-28,Chat,Payment Confirmation,Reconciled payment with outstanding invoices,Customer,Ashok Gupta,REP000010,INV0001565,Resolved,
INT0001566,CUST000157,HCL Pharma Limited,2025-01-27,Site Visit,Collection Call,Arranged payment schedule for overdue amounts,Company,Rajesh Gupta,REP000009,INV0001563,Pending,
INT0001567,CUST000157,HCL Pharma Limited,2025-03-11,Site Visit,Dispute Resolution,Resolved shipping discrepancy,Company,Neha Gupta,REP000012,INV0001562,Follow-up Required,
INT0001568,CUST000157,HCL Pharma Limited,2025-01-15,Video Call,Collection Call,Escalated to manager due to payment delays,Company,Pooja Mishra,REP000033,INV0001563,Resolved,
