dispute_id,invoice_id,customer_id,customer_name,open_date,dispute_amount,dispute_type,status,assigned_to,handler_id,resolution_date,resolution_notes,description
DISP000140,INV0002533,CUST000254,SBI Software Limited,2024-12-23,23943.33,Delivery Delay,Resolved - Accepted,Sunil Gupta,REP000004,2025-01-07,Credit memo issued for 23943.33,Customer disputes delivery delay on invoice INV0002533
DISP000141,INV0002543,CUST000255,TCS Software Limited,2024-11-27,423003.18,Delivery Delay,Resolved - Accepted,Vijay Gupta,REP000003,2024-12-16,Credit memo issued for 423003.18,Customer disputes delivery delay on invoice INV0002543
DISP000142,INV0002566,CUST000257,HCL Software Limited,2025-02-03,190852.61,Wrong Item,Resolved - Accepted,Kavita Gupta,REP000018,2025-02-08,Credit memo issued for 190852.61,Customer disputes wrong item on invoice INV0002566
DISP000143,INV0002583,CUST000259,Indian Software Limited,2025-04-02,249413.18,Quality Issue,Awaiting Internal Response,Sanjay Gupta,REP000007,,,Customer disputes quality issue on invoice INV0002583
DISP000144,INV0002622,CUST000263,Infosys Hardware Limited,2024-12-06,50560.03,Service Not Rendered,Resolved - Rejected,Vijay Joshi,REP000043,2025-01-09,Dispute evidence insufficient,Customer disputes service not rendered on invoice INV0002622
DISP000145,INV0002632,CUST000264,Bharti Hardware Limited,2025-01-19,1001809.74,Price Discrepancy,Resolved - Accepted,Shalini Mishra,REP000039,2025-02-11,Credit memo issued for 1001809.74,Customer disputes price discrepancy on invoice INV0002632
DISP000146,INV0002655,CUST000266,Wipro Hardware Limited,2024-12-20,3643793.51,Duplicate Billing,Under Investigation,Anita Gupta,REP000016,,,Customer disputes duplicate billing on invoice INV0002655
DISP000147,INV0002683,CUST000269,Adani Hardware Limited,2025-01-21,179905.50,Duplicate Billing,Under Investigation,Rakesh Mishra,REP000028,,,Customer disputes duplicate billing on invoice INV0002683
DISP000148,INV0002703,CUST000271,Godrej Hardware Limited,2024-12-25,161234.93,Delivery Delay,Resolved - Accepted,Shalini Mishra,REP000039,2025-01-26,Credit memo issued for 161234.93,Customer disputes delivery delay on invoice INV0002703
DISP000149,INV0002711,CUST000272,L&T Hardware Limited,2024-12-23,58792.98,Delivery Delay,Under Investigation,Neha Gupta,REP000012,,,Customer disputes delivery delay on invoice INV0002711
DISP000150,INV0002714,CUST000272,L&T Hardware Limited,2024-10-31,22195.73,Quantity Discrepancy,Resolved - Rejected,Pooja Mishra,REP000033,2024-12-03,Dispute evidence insufficient,Customer disputes quantity discrepancy on invoice INV0002714
DISP000151,INV0002722,CUST000273,ICICI Hardware Limited,2025-02-23,66336.08,Quality Issue,Resolved - Accepted,Sanjay Gupta,REP000007,2025-03-25,Credit memo issued for 66336.08,Customer disputes quality issue on invoice INV0002722
DISP000152,INV0002741,CUST000275,TCS Hardware Limited,2024-11-19,3388.84,Service Not Rendered,Resolved - Accepted,Rajesh Mishra,REP000029,2024-12-18,Credit memo issued for 3388.84,Customer disputes service not rendered on invoice INV0002741
DISP000153,INV0002742,CUST000275,TCS Hardware Limited,2024-11-11,72189.49,Wrong Item,Resolved - Accepted,Amit Joshi,REP000042,2024-12-14,Credit memo issued for 72189.49,Customer disputes wrong item on invoice INV0002742
DISP000154,INV0002743,CUST000275,TCS Hardware Limited,2024-11-06,71627.93,Duplicate Billing,Under Investigation,Sanjay Gupta,REP000007,,,Customer disputes duplicate billing on invoice INV0002743
DISP000155,INV0002751,CUST000276,Bajaj Hardware Limited,2025-04-17,2089355.76,Duplicate Billing,Under Investigation,Sunil Mishra,REP000024,,,Customer disputes duplicate billing on invoice INV0002751
DISP000156,INV0002784,CUST000279,Indian Hardware Limited,2025-03-01,107225.69,Wrong Item,Resolved - Accepted,Sunita Gupta,REP000015,2025-03-28,Credit memo issued for 107225.69,Customer disputes wrong item on invoice INV0002784
DISP000157,INV0002791,CUST000280,Tech Hardware Limited,2025-04-08,62225.19,Service Not Rendered,Under Investigation,Vijay Mishra,REP000023,,,Customer disputes service not rendered on invoice INV0002791
DISP000158,INV0002792,CUST000280,Tech Hardware Limited,2024-11-28,111669.09,Delivery Delay,Resolved - Accepted,Amit Gupta,REP000002,2024-12-04,Credit memo issued for 111669.09,Customer disputes delivery delay on invoice INV0002792
DISP000159,INV0002823,CUST000283,Infosys Food Limited,2025-03-23,1641729.92,Duplicate Billing,Awaiting Internal Response,Sunil Mishra,REP000024,,,Customer disputes duplicate billing on invoice INV0002823
DISP000160,INV0002843,CUST000285,HDFC Food Limited,2025-01-10,14468.60,Quantity Discrepancy,Resolved - Rejected,Rajesh Mishra,REP000029,2025-01-27,Dispute evidence insufficient,Customer disputes quantity discrepancy on invoice INV0002843
DISP000161,INV0002854,CUST000286,Wipro Food Limited,2024-11-29,188757.68,Quantity Discrepancy,Resolved - Rejected,Sunita Gupta,REP000015,2024-12-11,Dispute evidence insufficient,Customer disputes quantity discrepancy on invoice INV0002854
DISP000162,INV0002882,CUST000289,Adani Food Limited,2025-01-01,235063.20,Quality Issue,Under Investigation,Rakesh Joshi,REP000048,,,Customer disputes quality issue on invoice INV0002882
DISP000163,INV0002884,CUST000289,Adani Food Limited,2024-12-31,2054420.74,Quality Issue,Resolved - Accepted,Kavita Mishra,REP000038,2025-01-10,Credit memo issued for 2054420.74,Customer disputes quality issue on invoice INV0002884
DISP000164,INV0002924,CUST000293,ICICI Food Limited,2025-01-03,36313.98,Delivery Delay,Resolved - Accepted,Anita Mishra,REP000036,2025-01-13,Credit memo issued for 36313.98,Customer disputes delivery delay on invoice INV0002924
DISP000165,INV0002932,CUST000294,SBI Food Limited,2025-04-01,120539.65,Contract Terms,Under Investigation,Sunita Mishra,REP000035,,,Customer disputes contract terms on invoice INV0002932
DISP000166,INV0002934,CUST000294,SBI Food Limited,2025-04-17,66541.96,Quantity Discrepancy,Open,Sunita Mishra,REP000035,,,Customer disputes quantity discrepancy on invoice INV0002934
DISP000167,INV0002953,CUST000296,Bajaj Food Limited,2024-11-29,41179.11,Price Discrepancy,Resolved - Accepted,Neha Gupta,REP000012,2024-12-13,Credit memo issued for 41179.11,Customer disputes price discrepancy on invoice INV0002953
DISP000168,INV0003002,CUST000301,Tata Agro Limited,2025-02-21,619147.68,Quantity Discrepancy,Resolved - Accepted,Rahul Joshi,REP000046,2025-03-19,Credit memo issued for 619147.68,Customer disputes quantity discrepancy on invoice INV0003002
DISP000169,INV0003022,CUST000303,Infosys Agro Limited,2025-04-17,11457.53,Wrong Item,Open,Sunil Gupta,REP000004,,,Customer disputes wrong item on invoice INV0003022
DISP000170,INV0003042,CUST000305,HDFC Agro Limited,2024-12-21,390627.42,Wrong Item,Resolved - Accepted,Anita Mishra,REP000036,2025-01-03,Credit memo issued for 390627.42,Customer disputes wrong item on invoice INV0003042
DISP000171,INV0003043,CUST000305,HDFC Agro Limited,2025-01-10,69784.00,Delivery Delay,Resolved - Rejected,Neha Gupta,REP000012,2025-02-09,Dispute evidence insufficient,Customer disputes delivery delay on invoice INV0003043
DISP000172,INV0003044,CUST000305,HDFC Agro Limited,2025-01-11,76957.21,Quantity Discrepancy,Resolved - Accepted,Sanjay Mishra,REP000027,2025-02-10,Credit memo issued for 76957.21,Customer disputes quantity discrepancy on invoice INV0003044
DISP000173,INV0003052,CUST000306,Wipro Agro Limited,2024-11-19,538221.32,Contract Terms,Resolved - Rejected,Rakesh Mishra,REP000028,2024-12-05,Dispute evidence insufficient,Customer disputes contract terms on invoice INV0003052
DISP000175,INV0003081,CUST000309,Adani Agro Limited,2025-03-10,62084.10,Quality Issue,Under Investigation,Vijay Joshi,REP000043,,,Customer disputes quality issue on invoice INV0003081
DISP000176,INV0003084,CUST000309,Adani Agro Limited,2025-01-22,29157.89,Delivery Delay,Resolved - Accepted,Amit Mishra,REP000022,2025-02-11,Credit memo issued for 29157.89,Customer disputes delivery delay on invoice INV0003084
DISP000177,INV0003102,CUST000311,Godrej Agro Limited,2025-02-11,142959.29,Delivery Delay,Resolved - Accepted,Geeta Mishra,REP000040,2025-03-15,Credit memo issued for 142959.29,Customer disputes delivery delay on invoice INV0003102
DISP000178,INV0003182,CUST000319,Indian Agro Limited,2025-03-06,49348.39,Contract Terms,Resolved - Rejected,Shalini Gupta,REP000019,2025-04-03,Dispute evidence insufficient,Customer disputes contract terms on invoice INV0003182
DISP000179,INV0003183,CUST000319,Indian Agro Limited,2024-12-09,174848.30,Quality Issue,Resolved - Accepted,Ashok Joshi,REP000050,2025-01-06,Credit memo issued for 174848.30,Customer disputes quality issue on invoice INV0003183
DISP000180,INV0003195,CUST000320,Tech Agro Limited,2025-01-26,91085.56,Price Discrepancy,Under Investigation,Neha Mishra,REP000032,,,Customer disputes price discrepancy on invoice INV0003195
DISP000181,INV0003206,CUST000321,Tata Resources Limited,2025-04-02,232383.33,Price Discrepancy,Awaiting Internal Response,Rahul Mishra,REP000026,,,Customer disputes price discrepancy on invoice INV0003206
DISP000182,INV0003207,CUST000321,Tata Resources Limited,2025-03-27,131840.91,Price Discrepancy,Awaiting Internal Response,Vijay Joshi,REP000043,,,Customer disputes price discrepancy on invoice INV0003207
DISP000183,INV0003232,CUST000324,Bharti Resources Limited,2025-03-21,24199.26,Wrong Item,Awaiting Customer,Rakesh Mishra,REP000028,,,Customer disputes wrong item on invoice INV0003232
DISP000184,INV0003233,CUST000324,Bharti Resources Limited,2025-03-03,38980.89,Price Discrepancy,Under Investigation,Rahul Mishra,REP000026,,,Customer disputes price discrepancy on invoice INV0003233
DISP000185,INV0003261,CUST000327,Mahindra Resources Limited,2025-01-10,171975.61,Delivery Delay,Resolved - Rejected,Rajesh Gupta,REP000009,2025-02-04,Dispute evidence insufficient,Customer disputes delivery delay on invoice INV0003261
DISP000186,INV0003312,CUST000332,L&T Resources Limited,2024-12-23,83901.87,Contract Terms,Resolved - Accepted,Sanjay Mishra,REP000027,2025-01-23,Credit memo issued for 83901.87,Customer disputes contract terms on invoice INV0003312
DISP000187,INV0003322,CUST000333,ICICI Resources Limited,2025-02-13,11195.98,Service Not Rendered,Resolved - Accepted,Neha Gupta,REP000012,2025-03-09,Credit memo issued for 11195.98,Customer disputes service not rendered on invoice INV0003322
DISP000188,INV0003333,CUST000334,SBI Resources Limited,2024-11-15,1915127.42,Duplicate Billing,Resolved - Accepted,Anita Gupta,REP000016,2024-12-16,Credit memo issued for 1915127.42,Customer disputes duplicate billing on invoice INV0003333
DISP000189,INV0003376,CUST000338,Hindustan Resources Limited,2025-02-26,81389.59,Service Not Rendered,Resolved - Accepted,Rahul Mishra,REP000026,2025-03-10,Credit memo issued for 81389.59,Customer disputes service not rendered on invoice INV0003376
DISP000190,INV0003382,CUST000339,Indian Resources Limited,2024-11-15,600311.25,Quality Issue,Under Investigation,Rahul Joshi,REP000046,,,Customer disputes quality issue on invoice INV0003382
DISP000191,INV0003383,CUST000339,Indian Resources Limited,2024-11-11,600289.37,Price Discrepancy,Resolved - Rejected,Ashok Mishra,REP000030,2024-11-23,Dispute evidence insufficient,Customer disputes price discrepancy on invoice INV0003383
DISP000192,INV0003392,CUST000340,Tech Resources Limited,2024-11-15,59251.09,Contract Terms,Resolved - Accepted,Sanjay Gupta,REP000007,2024-12-05,Credit memo issued for 59251.09,Customer disputes contract terms on invoice INV0003392
DISP000193,INV0003411,CUST000342,Reliance Chemicals Limited,2025-04-13,749308.01,Delivery Delay,Open,Neha Mishra,REP000032,,,Customer disputes delivery delay on invoice INV0003411
DISP000194,INV0003415,CUST000342,Reliance Chemicals Limited,2024-11-10,813745.11,Duplicate Billing,Resolved - Rejected,Rakesh Gupta,REP000008,2024-12-02,Dispute evidence insufficient,Customer disputes duplicate billing on invoice INV0003415
DISP000195,INV0003416,CUST000342,Reliance Chemicals Limited,2025-03-29,391288.14,Wrong Item,Awaiting Internal Response,Kavita Mishra,REP000038,,,Customer disputes wrong item on invoice INV0003416
DISP000196,INV0003433,CUST000344,Bharti Chemicals Limited,2024-11-11,1286728.22,Service Not Rendered,Resolved - Accepted,Rani Gupta,REP000014,2024-11-21,Credit memo issued for 1286728.22,Customer disputes service not rendered on invoice INV0003433
DISP000197,INV0003463,CUST000347,Mahindra Chemicals Limited,2024-11-16,24746.51,Duplicate Billing,Resolved - Accepted,Sunita Gupta,REP000015,2024-12-01,Credit memo issued for 24746.51,Customer disputes duplicate billing on invoice INV0003463
DISP000198,INV0003493,CUST000350,JSW Chemicals Limited,2024-11-16,25188.53,Duplicate Billing,Resolved - Accepted,Anil Gupta,REP000005,2024-11-25,Credit memo issued for 25188.53,Customer disputes duplicate billing on invoice INV0003493
DISP000199,INV0003553,CUST000356,Bajaj Chemicals Limited,2025-04-11,391524.18,Service Not Rendered,Open,Rani Gupta,REP000014,,,Customer disputes service not rendered on invoice INV0003553
DISP000200,INV0003562,CUST000357,HCL Chemicals Limited,2025-01-30,13227.58,Delivery Delay,Under Investigation,Rajesh Gupta,REP000009,,,Customer disputes delivery delay on invoice INV0003562
DISP000201,INV0003565,CUST000357,HCL Chemicals Limited,2025-03-22,28020.04,Service Not Rendered,Under Investigation,Anil Joshi,REP000045,,,Customer disputes service not rendered on invoice INV0003565
DISP000202,INV0003567,CUST000357,HCL Chemicals Limited,2025-02-17,36116.99,Delivery Delay,Under Investigation,Shalini Gupta,REP000019,,,Customer disputes delivery delay on invoice INV0003567
DISP000203,INV0003574,CUST000358,Hindustan Chemicals Limited,2024-11-30,348133.39,Wrong Item,Resolved - Accepted,Rajesh Joshi,REP000049,2024-12-20,Credit memo issued for 348133.39,Customer disputes wrong item on invoice INV0003574
DISP000204,INV0003611,CUST000362,Reliance Logistics Limited,2024-12-06,156360.79,Price Discrepancy,Resolved - Rejected,Rajesh Mishra,REP000029,2025-01-01,Dispute evidence insufficient,Customer disputes price discrepancy on invoice INV0003611
DISP000205,INV0003641,CUST000365,HDFC Logistics Limited,2024-12-27,4678.65,Service Not Rendered,Resolved - Accepted,Sunil Gupta,REP000004,2025-01-13,Credit memo issued for 4678.65,Customer disputes service not rendered on invoice INV0003641
DISP000206,INV0003652,CUST000366,Wipro Logistics Limited,2024-11-24,30584.02,Delivery Delay,Resolved - Accepted,Sunil Joshi,REP000044,2024-11-30,Credit memo issued for 30584.02,Customer disputes delivery delay on invoice INV0003652
DISP000207,INV0003666,CUST000367,Mahindra Logistics Limited,2024-12-26,194179.87,Delivery Delay,Resolved - Rejected,Ashok Mishra,REP000030,2025-01-08,Dispute evidence insufficient,Customer disputes delivery delay on invoice INV0003666
DISP000208,INV0003693,CUST000370,JSW Logistics Limited,2025-04-17,13160.92,Delivery Delay,Open,Kavita Mishra,REP000038,,,Customer disputes delivery delay on invoice INV0003693
DISP000209,INV0003702,CUST000371,Godrej Logistics Limited,2024-11-26,20805.20,Service Not Rendered,Resolved - Accepted,Vijay Mishra,REP000023,2024-12-21,Credit memo issued for 20805.20,Customer disputes service not rendered on invoice INV0003702
DISP000210,INV0003711,CUST000372,L&T Logistics Limited,2025-04-01,121527.68,Price Discrepancy,Under Investigation,Raj Mishra,REP000021,,,Customer disputes price discrepancy on invoice INV0003711
DISP000211,INV0003715,CUST000372,L&T Logistics Limited,2024-12-07,94926.98,Contract Terms,Resolved - Rejected,Neha Gupta,REP000012,2024-12-27,Dispute evidence insufficient,Customer disputes contract terms on invoice INV0003715
DISP000212,INV0003751,CUST000376,Bajaj Logistics Limited,2025-04-17,11962.17,Wrong Item,Open,Rajesh Gupta,REP000009,,,Customer disputes wrong item on invoice INV0003751
DISP000213,INV0003821,CUST000383,Infosys Infrastructure Limited,2025-02-14,153625.42,Contract Terms,Under Investigation,Sanjay Gupta,REP000007,,,Customer disputes contract terms on invoice INV0003821
DISP000214,INV0003833,CUST000384,Bharti Infrastructure Limited,2024-11-23,43600.97,Price Discrepancy,Resolved - Accepted,Ashok Gupta,REP000010,2024-12-11,Credit memo issued for 43600.97,Customer disputes price discrepancy on invoice INV0003833
DISP000215,INV0003843,CUST000385,HDFC Infrastructure Limited,2025-01-01,12252.84,Contract Terms,Under Investigation,Anita Gupta,REP000016,,,Customer disputes contract terms on invoice INV0003843
DISP000216,INV0003846,CUST000385,HDFC Infrastructure Limited,2025-01-10,50173.53,Wrong Item,Under Investigation,Rani Gupta,REP000014,,,Customer disputes wrong item on invoice INV0003846
DISP000217,INV0003854,CUST000386,Wipro Infrastructure Limited,2024-12-18,132673.21,Quantity Discrepancy,Resolved - Rejected,Ashok Joshi,REP000050,2025-01-21,Dispute evidence insufficient,Customer disputes quantity discrepancy on invoice INV0003854
DISP000218,INV0003856,CUST000386,Wipro Infrastructure Limited,2025-03-26,349890.16,Quantity Discrepancy,Awaiting Internal Response,Priya Gupta,REP000011,,,Customer disputes quantity discrepancy on invoice INV0003856
DISP000219,INV0003864,CUST000387,Mahindra Infrastructure Limited,2025-02-23,165246.27,Wrong Item,Resolved - Rejected,Sanjay Joshi,REP000047,2025-03-18,Dispute evidence insufficient,Customer disputes wrong item on invoice INV0003864
DISP000220,INV0003891,CUST000390,JSW Infrastructure Limited,2025-04-15,56003.92,Price Discrepancy,Under Investigation,Geeta Mishra,REP000040,,,Customer disputes price discrepancy on invoice INV0003891
DISP000221,INV0003911,CUST000392,L&T Infrastructure Limited,2024-12-01,13836.64,Service Not Rendered,Resolved - Rejected,Shalini Mishra,REP000039,2024-12-31,Dispute evidence insufficient,Customer disputes service not rendered on invoice INV0003911
DISP000222,INV0003914,CUST000392,L&T Infrastructure Limited,2025-03-08,410445.80,Quantity Discrepancy,Resolved - Accepted,Rahul Joshi,REP000046,2025-04-06,Credit memo issued for 410445.80,Customer disputes quantity discrepancy on invoice INV0003914
DISP000223,INV0003933,CUST000394,SBI Infrastructure Limited,2024-12-27,575486.64,Price Discrepancy,Resolved - Accepted,Ashok Joshi,REP000050,2025-01-04,Credit memo issued for 575486.64,Customer disputes price discrepancy on invoice INV0003933
DISP000224,INV0003955,CUST000396,Bajaj Infrastructure Limited,2025-01-23,105486.00,Contract Terms,Resolved - Rejected,Pooja Gupta,REP000013,2025-01-30,Dispute evidence insufficient,Customer disputes contract terms on invoice INV0003955
DISP000225,INV0003985,CUST000399,Indian Infrastructure Limited,2025-01-07,327806.30,Service Not Rendered,Resolved - Accepted,Anil Mishra,REP000025,2025-02-08,Credit memo issued for 327806.30,Customer disputes service not rendered on invoice INV0003985
DISP000226,INV0003996,CUST000400,Tech Infrastructure Limited,2025-04-09,37833.17,Contract Terms,Under Investigation,Vijay Joshi,REP000043,,,Customer disputes contract terms on invoice INV0003996
DISP000227,INV0004013,CUST000402,Reliance Tech Enterprises,2025-03-23,120591.67,Wrong Item,Under Investigation,Anil Mishra,REP000025,,,Customer disputes wrong item on invoice INV0004013
DISP000228,INV0004086,CUST000409,Adani Tech Enterprises,2024-12-11,7127.68,Price Discrepancy,Resolved - Rejected,Meena Mishra,REP000037,2024-12-29,Dispute evidence insufficient,Customer disputes price discrepancy on invoice INV0004086
DISP000229,INV0004171,CUST000418,Hindustan Tech Enterprises,2025-01-05,60436.51,Delivery Delay,Resolved - Rejected,Sanjay Gupta,REP000007,2025-02-02,Dispute evidence insufficient,Customer disputes delivery delay on invoice INV0004171
DISP000230,INV0004172,CUST000418,Hindustan Tech Enterprises,2025-04-12,202157.53,Duplicate Billing,Under Investigation,Raj Mishra,REP000021,,,Customer disputes duplicate billing on invoice INV0004172
DISP000231,INV0004181,CUST000419,Indian Tech Enterprises,2025-01-27,296552.44,Delivery Delay,Resolved - Accepted,Anil Mishra,REP000025,2025-02-11,Credit memo issued for 296552.44,Customer disputes delivery delay on invoice INV0004181
DISP000232,INV0004195,CUST000420,Tech Tech Enterprises,2024-11-17,10602.10,Quality Issue,Resolved - Accepted,Sanjay Gupta,REP000007,2024-12-17,Credit memo issued for 10602.10,Customer disputes quality issue on invoice INV0004195
DISP000233,INV0004207,CUST000421,Tata Info Enterprises,2025-02-20,476723.07,Wrong Item,Under Investigation,Sunita Gupta,REP000015,,,Customer disputes wrong item on invoice INV0004207
DISP000234,INV0004281,CUST000429,Adani Info Enterprises,2025-01-05,138468.03,Contract Terms,Under Investigation,Rani Mishra,REP000034,,,Customer disputes contract terms on invoice INV0004281
DISP000235,INV0004285,CUST000429,Adani Info Enterprises,2024-11-29,385218.54,Quality Issue,Resolved - Accepted,Neha Mishra,REP000032,2024-12-07,Credit memo issued for 385218.54,Customer disputes quality issue on invoice INV0004285
DISP000236,INV0004296,CUST000430,JSW Info Enterprises,2025-01-13,11454.90,Quantity Discrepancy,Resolved - Rejected,Sunil Gupta,REP000004,2025-02-11,Dispute evidence insufficient,Customer disputes quantity discrepancy on invoice INV0004296
DISP000237,INV0004318,CUST000432,L&T Info Enterprises,2024-10-31,68168.60,Delivery Delay,Resolved - Rejected,Neha Mishra,REP000032,2024-11-18,Dispute evidence insufficient,Customer disputes delivery delay on invoice INV0004318
DISP000238,INV0004352,CUST000436,Bajaj Info Enterprises,2025-04-14,101184.79,Delivery Delay,Open,Shalini Mishra,REP000039,,,Customer disputes delivery delay on invoice INV0004352
DISP000239,INV0004354,CUST000436,Bajaj Info Enterprises,2024-12-30,898770.92,Quality Issue,Resolved - Accepted,Sanjay Joshi,REP000047,2025-01-27,Credit memo issued for 898770.92,Customer disputes quality issue on invoice INV0004354
DISP000240,INV0004371,CUST000438,Hindustan Info Enterprises,2025-03-08,175678.95,Contract Terms,Resolved - Accepted,Meena Gupta,REP000017,2025-03-24,Credit memo issued for 175678.95,Customer disputes contract terms on invoice INV0004371
DISP000241,INV0004372,CUST000438,Hindustan Info Enterprises,2024-12-28,117616.56,Quality Issue,Resolved - Rejected,Vijay Mishra,REP000023,2025-01-19,Dispute evidence insufficient,Customer disputes quality issue on invoice INV0004372
DISP000242,INV0004381,CUST000439,Indian Info Enterprises,2025-04-17,268594.13,Contract Terms,Open,Rakesh Mishra,REP000028,,,Customer disputes contract terms on invoice INV0004381
DISP000243,INV0004397,CUST000440,Tech Info Enterprises,2025-04-10,17748.95,Service Not Rendered,Under Investigation,Anil Gupta,REP000005,,,Customer disputes service not rendered on invoice INV0004397
DISP000244,INV0004404,CUST000441,Tata Auto Enterprises,2025-04-09,242053.17,Contract Terms,Open,Sanjay Gupta,REP000007,,,Customer disputes contract terms on invoice INV0004404
DISP000245,INV0004417,CUST000442,Reliance Auto Enterprises,2025-02-26,251185.96,Contract Terms,Resolved - Accepted,Raj Gupta,REP000001,2025-03-07,Credit memo issued for 251185.96,Customer disputes contract terms on invoice INV0004417
DISP000246,INV0004421,CUST000443,Infosys Auto Enterprises,2025-03-31,122047.62,Service Not Rendered,Under Investigation,Rajesh Mishra,REP000029,,,Customer disputes service not rendered on invoice INV0004421
DISP000247,INV0004426,CUST000443,Infosys Auto Enterprises,2025-01-19,122442.40,Quality Issue,Resolved - Accepted,Sunil Gupta,REP000004,2025-02-14,Credit memo issued for 122442.40,Customer disputes quality issue on invoice INV0004426
DISP000248,INV0004443,CUST000445,HDFC Auto Enterprises,2025-03-01,90854.18,Quality Issue,Resolved - Accepted,Amit Mishra,REP000022,2025-03-15,Credit memo issued for 90854.18,Customer disputes quality issue on invoice INV0004443
DISP000249,INV0004456,CUST000446,Wipro Auto Enterprises,2024-12-18,322057.75,Wrong Item,Under Investigation,Rahul Mishra,REP000026,,,Customer disputes wrong item on invoice INV0004456
DISP000250,INV0004473,CUST000448,Birla Auto Enterprises,2025-01-10,61994.45,Quality Issue,Resolved - Accepted,Vijay Gupta,REP000003,2025-01-28,Credit memo issued for 61994.45,Customer disputes quality issue on invoice INV0004473
DISP000251,INV0004498,CUST000450,JSW Auto Enterprises,2025-02-11,33308.22,Quantity Discrepancy,Resolved - Accepted,Sunil Gupta,REP000004,2025-02-23,Credit memo issued for 33308.22,Customer disputes quantity discrepancy on invoice INV0004498
DISP000252,INV0004523,CUST000453,ICICI Auto Enterprises,2025-02-18,31241.91,Price Discrepancy,Resolved - Accepted,Amit Gupta,REP000002,2025-03-23,Credit memo issued for 31241.91,Customer disputes price discrepancy on invoice INV0004523
DISP000253,INV0004527,CUST000453,ICICI Auto Enterprises,2024-11-12,12288.87,Price Discrepancy,Resolved - Accepted,Raj Gupta,REP000001,2024-11-24,Credit memo issued for 12288.87,Customer disputes price discrepancy on invoice INV0004527
DISP000254,INV0004545,CUST000455,TCS Auto Enterprises,2025-03-11,376832.66,Service Not Rendered,Resolved - Accepted,Pooja Mishra,REP000033,2025-04-03,Credit memo issued for 376832.66,Customer disputes service not rendered on invoice INV0004545
DISP000255,INV0004561,CUST000457,HCL Auto Enterprises,2024-12-21,84857.21,Contract Terms,Resolved - Accepted,Pooja Mishra,REP000033,2025-01-08,Credit memo issued for 84857.21,Customer disputes contract terms on invoice INV0004561
DISP000257,INV0004612,CUST000462,Reliance Fin Enterprises,2024-11-24,42295.76,Service Not Rendered,Resolved - Accepted,Meena Mishra,REP000037,2024-12-20,Credit memo issued for 42295.76,Customer disputes service not rendered on invoice INV0004612
DISP000258,INV0004644,CUST000465,HDFC Fin Enterprises,2025-02-05,33169.01,Price Discrepancy,Resolved - Rejected,Rakesh Mishra,REP000028,2025-02-22,Dispute evidence insufficient,Customer disputes price discrepancy on invoice INV0004644
DISP000259,INV0004648,CUST000465,HDFC Fin Enterprises,2024-12-01,285449.66,Duplicate Billing,Resolved - Rejected,Anil Gupta,REP000005,2024-12-27,Dispute evidence insufficient,Customer disputes duplicate billing on invoice INV0004648
DISP000260,INV0004666,CUST000467,Mahindra Fin Enterprises,2025-04-07,156760.51,Price Discrepancy,Open,Rakesh Mishra,REP000028,,,Customer disputes price discrepancy on invoice INV0004666
DISP000261,INV0004682,CUST000469,Adani Fin Enterprises,2024-12-11,113280.33,Contract Terms,Resolved - Accepted,Vijay Mishra,REP000023,2024-12-28,Credit memo issued for 113280.33,Customer disputes contract terms on invoice INV0004682
DISP000262,INV0004701,CUST000471,Godrej Fin Enterprises,2024-11-04,1219068.15,Price Discrepancy,Resolved - Accepted,Rahul Mishra,REP000026,2024-11-28,Credit memo issued for 1219068.15,Customer disputes price discrepancy on invoice INV0004701
DISP000263,INV0004711,CUST000472,L&T Fin Enterprises,2025-04-17,451437.34,Duplicate Billing,Open,Geeta Mishra,REP000040,,,Customer disputes duplicate billing on invoice INV0004711
DISP000264,INV0004712,CUST000472,L&T Fin Enterprises,2025-03-14,1102261.38,Duplicate Billing,Under Investigation,Vijay Mishra,REP000023,,,Customer disputes duplicate billing on invoice INV0004712
DISP000265,INV0004784,CUST000479,Indian Fin Enterprises,2024-12-21,1027395.96,Quantity Discrepancy,Under Investigation,Rahul Mishra,REP000026,,,Customer disputes quantity discrepancy on invoice INV0004784
DISP000266,INV0004815,CUST000482,Reliance Power Enterprises,2024-12-04,67127.97,Quantity Discrepancy,Resolved - Accepted,Shalini Mishra,REP000039,2024-12-27,Credit memo issued for 67127.97,Customer disputes quantity discrepancy on invoice INV0004815
DISP000267,INV0004827,CUST000483,Infosys Power Enterprises,2024-11-02,376821.40,Service Not Rendered,Resolved - Accepted,Pooja Gupta,REP000013,2024-11-10,Credit memo issued for 376821.40,Customer disputes service not rendered on invoice INV0004827
DISP000268,INV0004832,CUST000484,Bharti Power Enterprises,2024-12-23,113179.40,Wrong Item,Resolved - Accepted,Neha Mishra,REP000032,2025-01-12,Credit memo issued for 113179.40,Customer disputes wrong item on invoice INV0004832
DISP000269,INV0004842,CUST000485,HDFC Power Enterprises,2025-01-26,281975.08,Quality Issue,Resolved - Accepted,Shalini Mishra,REP000039,2025-02-13,Credit memo issued for 281975.08,Customer disputes quality issue on invoice INV0004842
DISP000270,INV0004876,CUST000488,Birla Power Enterprises,2025-01-05,44336.32,Price Discrepancy,Resolved - Accepted,Ashok Joshi,REP000050,2025-01-23,Credit memo issued for 44336.32,Customer disputes price discrepancy on invoice INV0004876
