customer_id,customer_name,primary_contact,email,phone,address_line1,city,state,postal_code,country,gst_number,payment_terms,credit_limit,available_credit,industry_sector,customer_category,onboarding_date,status
CUST000237,HCL Telecom Limited,Meena Reddy,meena.reddy@hcltelecomlimited.com,+917231895254,4, Main Road,Vadodara,Gujarat,409158,India,24ABCDE2361ZZ,Net 45,106073364,60926408.35,Media & Entertainment,Enterprise,2018-05-13,Active
CUST000238,Hindustan Telecom Limited,Kavita Reddy,kavita.reddy@hindustantelecomlimited.com,+919832030913,24, Main Road,Coimbatore,Tamil Nadu,436331,India,33ABCDE2371ZZ,Net 30,32512638,21664037.01,FMCG,Large,2021-06-07,Active
CUST000239,Indian Telecom Limited,Shalini Reddy,shalini.reddy@indiantelecomlimited.com,+919939232999,63, Main Road,Visakhapatnam,Andhra Pradesh,484762,India,37ABCDE2381ZZ,Net 30,43543335,26214973.93,Agriculture,Large,2024-02-05,Active
CUST000240,Tech Telecom Limited,Geeta Reddy,geeta.reddy@techtelecomlimited.com,+918688827922,62, Main Road,Guwahati,Assam,450502,India,18ABCDE2391ZZ,Net 60,1886641,651451.56,Construction,Medium,2023-10-19,Active
CUST000241,Tata Software Limited,Raj Chopra,raj.chopra@tatasoftwarelimited.com,+917120844052,51, Church Street,Mumbai,Maharashtra,451865,India,27ABCDE2401ZZ,Net 15,7266891,5030589.82,Manufacturing,Medium,2019-12-24,Active
CUST000242,Reliance Software Limited,Amit Chopra,amit.chopra@reliancesoftwarelimited.com,+918246440342,10, Church Street,Delhi,Delhi,436838,India,07ABCDE2411ZZ,Net 15,4818530,1825623.35,IT Services,Medium,2023-04-24,Inactive
CUST000243,Infosys Software Limited,Vijay Chopra,vijay.chopra@infosyssoftwarelimited.com,+917738752527,3, Church Street,Bangalore,Karnataka,407978,India,29ABCDE2421ZZ,Net 30,822401,484938.83,Banking & Finance,Small,2020-05-19,Active
CUST000244,Bharti Software Limited,Sunil Chopra,sunil.chopra@bhartisoftwarelimited.com,+919790505716,76, Church Street,Hyderabad,Telangana,458583,India,36ABCDE2431ZZ,Net 60,8552449,7318379.57,Pharmaceuticals,Medium,2023-12-12,Active
CUST000245,HDFC Software Limited,Anil Chopra,anil.chopra@hdfcsoftwarelimited.com,+918950539405,4, Church Street,Chennai,Tamil Nadu,472245,India,33ABCDE2441ZZ,Net 45,388097,143504.96,Retail,Small,2019-11-06,Active
CUST000246,Wipro Software Limited,Rahul Chopra,rahul.chopra@wiprosoftwarelimited.com,+918339422019,35, Church Street,Kolkata,West Bengal,483996,India,19ABCDE2451ZZ,Net 15,829377,522279.77,Real Estate,Small,2024-06-24,Active
CUST000247,Mahindra Software Limited,Sanjay Chopra,sanjay.chopra@mahindrasoftwarelimited.com,+917838518772,19, Church Street,Pune,Maharashtra,409511,India,27ABCDE2461ZZ,Net 15,9502573,4359501.03,Telecommunications,Medium,2020-01-20,Active
CUST000248,Birla Software Limited,Rakesh Chopra,rakesh.chopra@birlasoftwarelimited.com,+919238518771,71, Church Street,Ahmedabad,Gujarat,439855,India,24ABCDE2471ZZ,Net 15,24927056,20539380.96,Healthcare,Large,2021-11-22,Active
CUST000249,Adani Software Limited,Rajesh Chopra,rajesh.chopra@adanisoftwarelimited.com,+917113466576,95, Church Street,Jaipur,Rajasthan,414199,India,08ABCDE2481ZZ,Net 60,3143258,1498071.40,Automotive,Medium,2023-08-09,Active
CUST000250,JSW Software Limited,Ashok Chopra,ashok.chopra@jswsoftwarelimited.com,+917232986632,37, Church Street,Lucknow,Uttar Pradesh,468652,India,09ABCDE2491ZZ,Net 30,820300,335069.45,Energy,Small,2024-02-24,Active
CUST000251,Godrej Software Limited,Priya Chopra,priya.chopra@godrejsoftwarelimited.com,+917049927359,37, Church Street,Chandigarh,Punjab,489725,India,03ABCDE2501ZZ,Net 45,5719896,3394954.05,Hospitality,Medium,2023-05-12,Active
CUST000252,L&T Software Limited,Neha Chopra,neha.chopra@l&tsoftwarelimited.com,+918255806170,65, Church Street,Indore,Madhya Pradesh,417805,India,23ABCDE2511ZZ,Net 15,17928429,11675406.47,Education,Large,2019-07-01,Active
CUST000253,ICICI Software Limited,Pooja Chopra,pooja.chopra@icicisoftwarelimited.com,+918164463101,54, Church Street,Kochi,Kerala,450954,India,32ABCDE2521ZZ,Net 15,488604,473361.32,Media & Entertainment,Small,2022-05-14,Active
CUST000254,SBI Software Limited,Rani Chopra,rani.chopra@sbisoftwarelimited.com,+918418465424,98, Church Street,Nagpur,Maharashtra,467197,India,27ABCDE2531ZZ,Net 60,2625377,2141917.39,FMCG,Medium,2024-05-14,Active
CUST000255,TCS Software Limited,Sunita Chopra,sunita.chopra@tcssoftwarelimited.com,+917177517573,15, Church Street,Bhopal,Madhya Pradesh,451579,India,23ABCDE2541ZZ,Net 15,862029,792892.13,Agriculture,Small,2022-11-28,Active
CUST000256,Bajaj Software Limited,Anita Chopra,anita.chopra@bajajsoftwarelimited.com,+919054932419,14, Church Street,Surat,Gujarat,456806,India,24ABCDE2551ZZ,Net 15,898733,643190.89,Construction,Small,2024-12-29,Active
CUST000257,HCL Software Limited,Meena Chopra,meena.chopra@hclsoftwarelimited.com,+919130163155,59, Church Street,Vadodara,Gujarat,403019,India,24ABCDE2561ZZ,Net 30,78613138,44563521.65,Manufacturing,Enterprise,2019-07-17,Active
CUST000258,Hindustan Software Limited,Kavita Chopra,kavita.chopra@hindustansoftwarelimited.com,+919601055809,24, Church Street,Coimbatore,Tamil Nadu,460821,India,33ABCDE2571ZZ,Net 60,3993184,2252051.28,IT Services,Medium,2023-03-11,Active
CUST000259,Indian Software Limited,Shalini Chopra,shalini.chopra@indiansoftwarelimited.com,+919527014580,96, Church Street,Visakhapatnam,Andhra Pradesh,407917,India,37ABCDE2581ZZ,Net 15,9564355,3448099.34,Banking & Finance,Medium,2020-01-19,Active
CUST000260,Tech Software Limited,Geeta Chopra,geeta.chopra@techsoftwarelimited.com,+918639145103,48, Church Street,Guwahati,Assam,463433,India,18ABCDE2591ZZ,Net 15,691269,640172.19,Pharmaceuticals,Small,2021-03-01,Active
CUST000261,Tata Hardware Limited,Raj Malhotra,raj.malhotra@tatahardwarelimited.com,+918849036276,41, Marine Drive,Mumbai,Maharashtra,400084,India,27ABCDE2601ZZ,Net 30,968643,561677.24,Retail,Small,2021-12-09,Active
CUST000262,Reliance Hardware Limited,Amit Malhotra,amit.malhotra@reliancehardwarelimited.com,+919731841087,77, Marine Drive,Delhi,Delhi,413323,India,07ABCDE2611ZZ,Net 30,9199870,8552099.38,Real Estate,Medium,2022-10-26,Active
CUST000263,Infosys Hardware Limited,Vijay Malhotra,vijay.malhotra@infosyshardwarelimited.com,+919191913850,80, Marine Drive,Bangalore,Karnataka,464720,India,29ABCDE2621ZZ,Net 15,19157973,14230657.61,Telecommunications,Large,2023-04-28,Active
CUST000264,Bharti Hardware Limited,Sunil Malhotra,sunil.malhotra@bhartihardwarelimited.com,+918759218271,8, Marine Drive,Hyderabad,Telangana,415780,India,36ABCDE2631ZZ,Net 30,4283540,2747584.10,Healthcare,Medium,2018-08-22,Active
CUST000265,HDFC Hardware Limited,Anil Malhotra,anil.malhotra@hdfchardwarelimited.com,+918152718337,81, Marine Drive,Chennai,Tamil Nadu,400322,India,33ABCDE2641ZZ,Net 7,616303,326402.23,Automotive,Small,2018-02-26,Active
CUST000266,Wipro Hardware Limited,Rahul Malhotra,rahul.malhotra@wiprohardwarelimited.com,+917491845160,67, Marine Drive,Kolkata,West Bengal,448539,India,19ABCDE2651ZZ,Net 30,954551,315941.14,Energy,Small,2019-09-27,Active
CUST000267,Mahindra Hardware Limited,Sanjay Malhotra,sanjay.malhotra@mahindrahardwarelimited.com,+918006856502,84, Marine Drive,Pune,Maharashtra,404952,India,27ABCDE2661ZZ,Net 60,252115,155618.12,Hospitality,Small,2022-11-13,Active
CUST000268,Birla Hardware Limited,Rakesh Malhotra,rakesh.malhotra@birlahardwarelimited.com,+919861503721,86, Marine Drive,Ahmedabad,Gujarat,446755,India,24ABCDE2671ZZ,Net 30,45639255,29581420.41,Education,Large,2018-11-18,Active
CUST000269,Adani Hardware Limited,Rajesh Malhotra,rajesh.malhotra@adanihardwarelimited.com,+917237785051,71, Marine Drive,Jaipur,Rajasthan,414732,India,08ABCDE2681ZZ,Net 30,1591509,900145.34,Media & Entertainment,Medium,2020-11-02,Active
CUST000270,JSW Hardware Limited,Ashok Malhotra,ashok.malhotra@jswhardwarelimited.com,+917989015162,46, Marine Drive,Lucknow,Uttar Pradesh,405372,India,09ABCDE2691ZZ,Net 45,154480,64144.71,FMCG,Small,2020-08-30,Active
CUST000271,Godrej Hardware Limited,Priya Malhotra,priya.malhotra@godrejhardwarelimited.com,+918993794923,88, Marine Drive,Chandigarh,Punjab,455217,India,03ABCDE2701ZZ,Net 15,8031940,7416837.67,Agriculture,Medium,2022-02-24,Active
CUST000272,L&T Hardware Limited,Neha Malhotra,neha.malhotra@l&thardwarelimited.com,+917511033694,69, Marine Drive,Indore,Madhya Pradesh,464793,India,23ABCDE2711ZZ,Net 7,1200531,547754.41,Construction,Medium,2020-02-08,Active
CUST000273,ICICI Hardware Limited,Pooja Malhotra,pooja.malhotra@icicihardwarelimited.com,+917780319514,23, Marine Drive,Kochi,Kerala,490106,India,32ABCDE2721ZZ,Net 15,1597764,1082876.05,Manufacturing,Medium,2020-03-28,Active
CUST000274,SBI Hardware Limited,Rani Malhotra,rani.malhotra@sbihardwarelimited.com,+919006721082,30, Marine Drive,Nagpur,Maharashtra,400524,India,27ABCDE2731ZZ,Net 60,40023173,28143471.18,IT Services,Large,2020-03-02,Active
CUST000275,TCS Hardware Limited,Sunita Malhotra,sunita.malhotra@tcshardwarelimited.com,+917497427553,70, Marine Drive,Bhopal,Madhya Pradesh,422788,India,23ABCDE2741ZZ,Net 45,8929596,7310224.38,Banking & Finance,Medium,2018-01-06,Active
CUST000276,Bajaj Hardware Limited,Anita Malhotra,anita.malhotra@bajajhardwarelimited.com,+919759230067,46, Marine Drive,Surat,Gujarat,496804,India,24ABCDE2751ZZ,Net 45,10021174,5775271.22,Pharmaceuticals,Large,2018-05-31,Active
CUST000277,HCL Hardware Limited,Meena Malhotra,meena.malhotra@hclhardwarelimited.com,+919535405344,88, Marine Drive,Vadodara,Gujarat,462581,India,24ABCDE2761ZZ,Net 45,504983,300764.82,Retail,Small,2018-03-29,Active
CUST000278,Hindustan Hardware Limited,Kavita Malhotra,kavita.malhotra@hindustanhardwarelimited.com,+919969841605,85, Marine Drive,Coimbatore,Tamil Nadu,445155,India,33ABCDE2771ZZ,Net 30,46522934,42995298.41,Real Estate,Large,2019-03-20,Active
CUST000279,Indian Hardware Limited,Shalini Malhotra,shalini.malhotra@indianhardwarelimited.com,+918041569937,87, Marine Drive,Visakhapatnam,Andhra Pradesh,442392,India,37ABCDE2781ZZ,Net 15,2366858,1297059.12,Telecommunications,Medium,2024-09-28,Active
CUST000280,Tech Hardware Limited,Geeta Malhotra,geeta.malhotra@techhardwarelimited.com,+919116197488,94, Marine Drive,Guwahati,Assam,408360,India,18ABCDE2791ZZ,Net 60,222615,138124.46,Healthcare,Small,2021-12-05,Inactive
CUST000281,Tata Food Limited,Raj Nair,raj.nair@tatafoodlimited.com,+919275090533,11, Race Course Road,Mumbai,Maharashtra,404288,India,27ABCDE2801ZZ,Net 30,7348010,5341644.23,Automotive,Medium,2018-05-07,Active
CUST000282,Reliance Food Limited,Amit Nair,amit.nair@reliancefoodlimited.com,+917862888168,81, Race Course Road,Delhi,Delhi,416809,India,07ABCDE2811ZZ,Net 30,267521,176676.29,Energy,Small,2023-03-01,Active
CUST000283,Infosys Food Limited,Vijay Nair,vijay.nair@infosysfoodlimited.com,+917147200744,24, Race Course Road,Bangalore,Karnataka,402139,India,29ABCDE2821ZZ,Net 60,735802,316097.59,Hospitality,Small,2024-10-10,Active
CUST000284,Bharti Food Limited,Sunil Nair,sunil.nair@bhartifoodlimited.com,+917760665274,34, Race Course Road,Hyderabad,Telangana,479080,India,36ABCDE2831ZZ,Net 45,562495,538821.44,Education,Small,2023-07-17,Active
CUST000285,HDFC Food Limited,Anil Nair,anil.nair@hdfcfoodlimited.com,+919029194513,83, Race Course Road,Chennai,Tamil Nadu,497356,India,33ABCDE2841ZZ,Net 30,735212,419984.86,Media & Entertainment,Small,2024-07-06,Inactive
CUST000286,Wipro Food Limited,Rahul Nair,rahul.nair@wiprofoodlimited.com,+918230133297,8, Race Course Road,Kolkata,West Bengal,410208,India,19ABCDE2851ZZ,Net 30,388293,269912.17,FMCG,Small,2020-07-05,Active
CUST000287,Mahindra Food Limited,Sanjay Nair,sanjay.nair@mahindrafoodlimited.com,+918905425277,74, Race Course Road,Pune,Maharashtra,465969,India,27ABCDE2861ZZ,Net 30,49693381,16022886.18,Agriculture,Large,2022-11-17,Active
CUST000288,Birla Food Limited,Rakesh Nair,rakesh.nair@birlafoodlimited.com,+919702381802,50, Race Course Road,Ahmedabad,Gujarat,477239,India,24ABCDE2871ZZ,Net 60,5333238,3760772.58,Construction,Medium,2022-05-06,Active
CUST000289,Adani Food Limited,Rajesh Nair,rajesh.nair@adanifoodlimited.com,+917873170004,37, Race Course Road,Jaipur,Rajasthan,466583,India,08ABCDE2881ZZ,Net 45,599880,439730.88,Manufacturing,Small,2020-01-02,Active
CUST000290,JSW Food Limited,Ashok Nair,ashok.nair@jswfoodlimited.com,+919091071667,24, Race Course Road,Lucknow,Uttar Pradesh,418422,India,09ABCDE2891ZZ,Net 30,30547678,21286114.65,IT Services,Large,2023-03-13,Active
CUST000291,Godrej Food Limited,Priya Nair,priya.nair@godrejfoodlimited.com,+919592326289,4, Race Course Road,Chandigarh,Punjab,438976,India,03ABCDE2901ZZ,Net 30,2151846,2120167.83,Banking & Finance,Medium,2024-11-23,Active
CUST000292,L&T Food Limited,Neha Nair,neha.nair@l&tfoodlimited.com,+919694966861,49, Race Course Road,Indore,Madhya Pradesh,465064,India,23ABCDE2911ZZ,Net 45,7019825,6176090.69,Pharmaceuticals,Medium,2018-03-31,Active
CUST000293,ICICI Food Limited,Pooja Nair,pooja.nair@icicifoodlimited.com,+918973136414,77, Race Course Road,Kochi,Kerala,472842,India,32ABCDE2921ZZ,COD,1876729,1627253.92,Retail,Medium,2023-01-11,Active
CUST000294,SBI Food Limited,Rani Nair,rani.nair@sbifoodlimited.com,+918254060741,15, Race Course Road,Nagpur,Maharashtra,463032,India,27ABCDE2931ZZ,Net 30,38129727,22466883.95,Real Estate,Large,2019-08-28,Active
CUST000295,TCS Food Limited,Sunita Nair,sunita.nair@tcsfoodlimited.com,+918406664268,70, Race Course Road,Bhopal,Madhya Pradesh,426920,India,23ABCDE2941ZZ,Net 30,4029413,2263419.39,Telecommunications,Medium,2024-05-11,Active
CUST000296,Bajaj Food Limited,Anita Nair,anita.nair@bajajfoodlimited.com,+917674295863,81, Race Course Road,Surat,Gujarat,440795,India,24ABCDE2951ZZ,Net 30,9728354,7493335.68,Healthcare,Medium,2024-06-27,Active
CUST000297,HCL Food Limited,Meena Nair,meena.nair@hclfoodlimited.com,+918177014336,5, Race Course Road,Vadodara,Gujarat,433048,India,24ABCDE2961ZZ,Net 60,502537,164667.55,Automotive,Small,2018-08-18,Active
CUST000298,Hindustan Food Limited,Kavita Nair,kavita.nair@hindustanfoodlimited.com,+917462348326,61, Race Course Road,Coimbatore,Tamil Nadu,408617,India,33ABCDE2971ZZ,Net 60,183742,121608.44,Energy,Small,2018-01-07,Inactive
CUST000299,Indian Food Limited,Shalini Nair,shalini.nair@indianfoodlimited.com,+917068637759,22, Race Course Road,Visakhapatnam,Andhra Pradesh,471376,India,37ABCDE2981ZZ,Net 7,895407,656362.97,Hospitality,Small,2019-06-07,Active
CUST000300,Tech Food Limited,Geeta Nair,geeta.nair@techfoodlimited.com,+918667116059,24, Race Course Road,Guwahati,Assam,455102,India,18ABCDE2991ZZ,Net 30,48779956,18645096.55,Education,Large,2018-10-01,Active
CUST000301,Tata Agro Limited,Raj Rao,raj.rao@tataagrolimited.com,+917949837574,91, Paldi,Mumbai,Maharashtra,475068,India,27ABCDE3001ZZ,Net 60,33391289,24947940.27,Media & Entertainment,Large,2023-02-16,Active
CUST000302,Reliance Agro Limited,Amit Rao,amit.rao@relianceagrolimited.com,+918048175955,63, Paldi,Delhi,Delhi,473140,India,07ABCDE3011ZZ,Net 30,275453,230450.80,FMCG,Small,2019-01-20,Active
CUST000303,Infosys Agro Limited,Vijay Rao,vijay.rao@infosysagrolimited.com,+919790839225,86, Paldi,Bangalore,Karnataka,438829,India,29ABCDE3021ZZ,Net 15,1939263,1558143.22,Agriculture,Medium,2023-10-22,Active
CUST000304,Bharti Agro Limited,Sunil Rao,sunil.rao@bhartiagrolimited.com,+918681110676,44, Paldi,Hyderabad,Telangana,438910,India,36ABCDE3031ZZ,Net 60,1342115,766001.81,Construction,Medium,2020-10-31,Active
CUST000305,HDFC Agro Limited,Anil Rao,anil.rao@hdfcagrolimited.com,+918235989671,23, Paldi,Chennai,Tamil Nadu,403335,India,33ABCDE3041ZZ,Net 30,8273650,7805395.73,Manufacturing,Medium,2020-05-28,Active
CUST000306,Wipro Agro Limited,Rahul Rao,rahul.rao@wiproagrolimited.com,+919595460561,75, Paldi,Kolkata,West Bengal,406781,India,19ABCDE3051ZZ,Net 30,382922,186777.60,IT Services,Small,2023-03-19,Active
CUST000307,Mahindra Agro Limited,Sanjay Rao,sanjay.rao@mahindraagrolimited.com,+919187488173,36, Paldi,Pune,Maharashtra,410061,India,27ABCDE3061ZZ,Net 60,23833476,23353192.60,Banking & Finance,Large,2018-12-06,Inactive
CUST000308,Birla Agro Limited,Rakesh Rao,rakesh.rao@birlaagrolimited.com,+918121546336,41, Paldi,Ahmedabad,Gujarat,414538,India,24ABCDE3071ZZ,Net 30,885631,748357.85,Pharmaceuticals,Small,2019-12-10,Active
CUST000309,Adani Agro Limited,Rajesh Rao,rajesh.rao@adaniagrolimited.com,+917977144282,94, Paldi,Jaipur,Rajasthan,400214,India,08ABCDE3081ZZ,Net 60,5705080,4608108.41,Retail,Medium,2020-03-19,Active
CUST000310,JSW Agro Limited,Ashok Rao,ashok.rao@jswagrolimited.com,+917969495503,66, Paldi,Lucknow,Uttar Pradesh,465587,India,09ABCDE3091ZZ,Net 60,1958609,1210824.83,Real Estate,Medium,2022-06-22,Active
CUST000311,Godrej Agro Limited,Priya Rao,priya.rao@godrejagrolimited.com,+918211369301,9, Paldi,Chandigarh,Punjab,482932,India,03ABCDE3101ZZ,Net 45,963120,747467.51,Telecommunications,Small,2022-01-04,Active
CUST000312,L&T Agro Limited,Neha Rao,neha.rao@l&tagrolimited.com,+918822934800,23, Paldi,Indore,Madhya Pradesh,415736,India,23ABCDE3111ZZ,Net 30,182236897,172442283.93,Healthcare,Enterprise,2024-08-15,Active
CUST000313,ICICI Agro Limited,Pooja Rao,pooja.rao@iciciagrolimited.com,+918252140195,11, Paldi,Kochi,Kerala,489909,India,32ABCDE3121ZZ,COD,4347748,2297501.94,Automotive,Medium,2022-03-24,Active
CUST000314,SBI Agro Limited,Rani Rao,rani.rao@sbiagrolimited.com,+919989458390,44, Paldi,Nagpur,Maharashtra,433805,India,27ABCDE3131ZZ,Net 7,33097947,17759878.16,Energy,Large,2018-04-17,Active
CUST000315,TCS Agro Limited,Sunita Rao,sunita.rao@tcsagrolimited.com,+917469286991,60, Paldi,Bhopal,Madhya Pradesh,464394,India,23ABCDE3141ZZ,Net 30,739117,476790.19,Hospitality,Small,2024-02-20,Active
CUST000316,Bajaj Agro Limited,Anita Rao,anita.rao@bajajagrolimited.com,+917572633113,25, Paldi,Surat,Gujarat,449375,India,24ABCDE3151ZZ,Net 45,5972937,3969705.91,Education,Medium,2020-06-19,Active
CUST000317,HCL Agro Limited,Meena Rao,meena.rao@hclagrolimited.com,+918673267661,87, Paldi,Vadodara,Gujarat,437110,India,24ABCDE3161ZZ,Net 30,8632069,8632052.89,Media & Entertainment,Medium,2023-10-01,Active
CUST000318,Hindustan Agro Limited,Kavita Rao,kavita.rao@hindustanagrolimited.com,+918314035593,9, Paldi,Coimbatore,Tamil Nadu,476266,India,33ABCDE3171ZZ,Net 7,4015988,3319669.40,FMCG,Medium,2024-08-19,Active
CUST000319,Indian Agro Limited,Shalini Rao,shalini.rao@indianagrolimited.com,+919717716822,81, Paldi,Visakhapatnam,Andhra Pradesh,475738,India,37ABCDE3181ZZ,Net 30,43847723,29673106.07,Agriculture,Large,2022-03-31,Active
CUST000320,Tech Agro Limited,Geeta Rao,geeta.rao@techagrolimited.com,+919643339249,76, Paldi,Guwahati,Assam,431252,India,18ABCDE3191ZZ,Net 30,7972097,7416553.39,Construction,Medium,2018-03-12,Active
CUST000321,Tata Resources Limited,Raj Iyer,raj.iyer@tataresourceslimited.com,+918221630156,39, Ring Road,Mumbai,Maharashtra,469778,India,27ABCDE3201ZZ,Net 60,512598,278904.38,Manufacturing,Small,2024-07-02,Active
CUST000322,Reliance Resources Limited,Amit Iyer,amit.iyer@relianceresourceslimited.com,+917452133406,39, Ring Road,Delhi,Delhi,428794,India,07ABCDE3211ZZ,Net 60,2301068,1715313.44,IT Services,Medium,2024-06-03,Active
CUST000323,Infosys Resources Limited,Vijay Iyer,vijay.iyer@infosysresourceslimited.com,+918784286667,91, Ring Road,Bangalore,Karnataka,417770,India,29ABCDE3221ZZ,Net 45,17895853,5719482.19,Banking & Finance,Large,2023-09-20,Active
CUST000324,Bharti Resources Limited,Sunil Iyer,sunil.iyer@bhartiresourceslimited.com,+917496897721,29, Ring Road,Hyderabad,Telangana,409635,India,36ABCDE3231ZZ,Net 45,199963,73979.71,Pharmaceuticals,Small,2021-06-24,Active
CUST000325,HDFC Resources Limited,Anil Iyer,anil.iyer@hdfcresourceslimited.com,+918051321693,60, Ring Road,Chennai,Tamil Nadu,433246,India,33ABCDE3241ZZ,Net 30,649954,421852.58,Retail,Small,2018-10-29,Active
CUST000326,Wipro Resources Limited,Rahul Iyer,rahul.iyer@wiproresourceslimited.com,+917550879780,97, Ring Road,Kolkata,West Bengal,490971,India,19ABCDE3251ZZ,Net 30,9811693,5564491.29,Real Estate,Medium,2018-08-19,Active
CUST000327,Mahindra Resources Limited,Sanjay Iyer,sanjay.iyer@mahindraresourceslimited.com,+918797598946,55, Ring Road,Pune,Maharashtra,468706,India,27ABCDE3261ZZ,Net 30,140078,66248.36,Telecommunications,Small,2020-09-01,Active
CUST000328,Birla Resources Limited,Rakesh Iyer,rakesh.iyer@birlaresourceslimited.com,+917176681691,31, Ring Road,Ahmedabad,Gujarat,402569,India,24ABCDE3271ZZ,COD,2386229,2107234.33,Healthcare,Medium,2024-01-02,Active
CUST000329,Adani Resources Limited,Rajesh Iyer,rajesh.iyer@adaniresourceslimited.com,+917846188079,39, Ring Road,Jaipur,Rajasthan,447780,India,08ABCDE3281ZZ,Net 15,41969757,15901309.18,Automotive,Large,2018-03-23,Active
CUST000330,JSW Resources Limited,Ashok Iyer,ashok.iyer@jswresourceslimited.com,+919500687673,42, Ring Road,Lucknow,Uttar Pradesh,425012,India,09ABCDE3291ZZ,Net 45,7995905,5596690.62,Energy,Medium,2023-04-12,Active
CUST000331,Godrej Resources Limited,Priya Iyer,priya.iyer@godrejresourceslimited.com,+918978737848,26, Ring Road,Chandigarh,Punjab,497770,India,03ABCDE3301ZZ,Net 15,472285,143063.21,Hospitality,Small,2021-02-20,Active
CUST000332,L&T Resources Limited,Neha Iyer,neha.iyer@l&tresourceslimited.com,+918850835258,96, Ring Road,Indore,Madhya Pradesh,469650,India,23ABCDE3311ZZ,Net 15,3094124,997790.15,Education,Medium,2019-01-02,Active
CUST000333,ICICI Resources Limited,Pooja Iyer,pooja.iyer@iciciresourceslimited.com,+918913800083,75, Ring Road,Kochi,Kerala,428981,India,32ABCDE3321ZZ,Net 30,3781465,1401707.03,Media & Entertainment,Medium,2023-12-14,Active
CUST000334,SBI Resources Limited,Rani Iyer,rani.iyer@sbiresourceslimited.com,+917576490987,39, Ring Road,Nagpur,Maharashtra,445551,India,27ABCDE3331ZZ,Net 15,4338745,3784880.08,FMCG,Medium,2019-02-02,Active
CUST000335,TCS Resources Limited,Sunita Iyer,sunita.iyer@tcsresourceslimited.com,+918199941047,100, Ring Road,Bhopal,Madhya Pradesh,489068,India,23ABCDE3341ZZ,Net 45,21489267,20026175.04,Agriculture,Large,2019-06-15,Active
CUST000336,Bajaj Resources Limited,Anita Iyer,anita.iyer@bajajresourceslimited.com,+919120256118,25, Ring Road,Surat,Gujarat,444719,India,24ABCDE3351ZZ,Net 60,871612,700657.78,Construction,Small,2023-01-05,Active
CUST000337,HCL Resources Limited,Meena Iyer,meena.iyer@hclresourceslimited.com,+919399343399,79, Ring Road,Vadodara,Gujarat,416738,India,24ABCDE3361ZZ,Net 30,5927643,5862809.07,Manufacturing,Medium,2020-11-03,Active
CUST000338,Hindustan Resources Limited,Kavita Iyer,kavita.iyer@hindustanresourceslimited.com,+918283863597,25, Ring Road,Coimbatore,Tamil Nadu,481681,India,33ABCDE3371ZZ,Net 30,8791484,2775667.91,IT Services,Medium,2020-03-27,Active
CUST000339,Indian Resources Limited,Shalini Iyer,shalini.iyer@indianresourceslimited.com,+919695298525,51, Ring Road,Visakhapatnam,Andhra Pradesh,429690,India,37ABCDE3381ZZ,Net 30,22105445,19569796.31,Banking & Finance,Large,2018-12-30,Active
CUST000340,Tech Resources Limited,Geeta Iyer,geeta.iyer@techresourceslimited.com,+917731828208,36, Ring Road,Guwahati,Assam,479240,India,18ABCDE3391ZZ,Net 60,4386177,3288230.76,Pharmaceuticals,Medium,2023-02-06,Active
CUST000341,Tata Chemicals Limited,Raj Banerjee,raj.banerjee@tatachemicalslimited.com,+918488069420,27, Tech Park,Mumbai,Maharashtra,436609,India,27ABCDE3401ZZ,Net 60,3672315,1460153.99,Retail,Medium,2020-12-08,Active
CUST000342,Reliance Chemicals Limited,Amit Banerjee,amit.banerjee@reliancechemicalslimited.com,+918346703128,16, Tech Park,Delhi,Delhi,498505,India,07ABCDE3411ZZ,Net 30,6013776,2263555.78,Real Estate,Medium,2022-11-12,Active
CUST000343,Infosys Chemicals Limited,Vijay Banerjee,vijay.banerjee@infosyschemicalslimited.com,+917367304263,85, Tech Park,Bangalore,Karnataka,462289,India,29ABCDE3421ZZ,Net 7,8779510,5534886.64,Telecommunications,Medium,2022-03-31,Active
CUST000344,Bharti Chemicals Limited,Sunil Banerjee,sunil.banerjee@bhartichemicalslimited.com,+919684450258,45, Tech Park,Hyderabad,Telangana,479205,India,36ABCDE3431ZZ,Net 45,494187,214745.29,Healthcare,Small,2021-10-02,Active
CUST000345,HDFC Chemicals Limited,Anil Banerjee,anil.banerjee@hdfcchemicalslimited.com,+917533753468,11, Tech Park,Chennai,Tamil Nadu,482345,India,33ABCDE3441ZZ,Net 60,4878442,4231978.45,Automotive,Medium,2021-09-27,Active
CUST000346,Wipro Chemicals Limited,Rahul Banerjee,rahul.banerjee@wiprochemicalslimited.com,+917580579882,34, Tech Park,Kolkata,West Bengal,486221,India,19ABCDE3451ZZ,Net 30,29111032,28096838.99,Energy,Large,2020-01-02,Active
CUST000347,Mahindra Chemicals Limited,Sanjay Banerjee,sanjay.banerjee@mahindrachemicalslimited.com,+918954252264,83, Tech Park,Pune,Maharashtra,472838,India,27ABCDE3461ZZ,Net 30,8606425,7670703.21,Hospitality,Medium,2022-11-13,Active
CUST000348,Birla Chemicals Limited,Rakesh Banerjee,rakesh.banerjee@birlachemicalslimited.com,+917878177159,41, Tech Park,Ahmedabad,Gujarat,496731,India,24ABCDE3471ZZ,Net 60,704958,460406.03,Education,Small,2019-01-20,Active
